image,label
ISIC_0027225,1
ISIC_0027226,1
ISIC_0027227,1
ISIC_0027228,1
ISIC_0027229,2
ISIC_0027230,1
ISIC_0027231,7
ISIC_0027232,1
ISIC_0027233,1
ISIC_0027234,0
ISIC_0027235,1
ISIC_0027236,1
ISIC_0027237,1
ISIC_0027238,0
ISIC_0027239,4
ISIC_0027240,1
ISIC_0027241,1
ISIC_0027242,1
ISIC_0027243,1
ISIC_0027244,1
ISIC_0027245,1
ISIC_0027246,1
ISIC_0027247,1
ISIC_0027248,1
ISIC_0027249,1
ISIC_0027250,1
ISIC_0027251,1
ISIC_0027252,1
ISIC_0027253,0
ISIC_0027254,3
ISIC_0027255,1
ISIC_0027256,6
ISIC_0027257,1
ISIC_0027258,1
ISIC_0027259,1
ISIC_0027260,0
ISIC_0027261,0
ISIC_0027262,1
ISIC_0027263,0
ISIC_0027264,1
ISIC_0027265,1
ISIC_0027266,1
ISIC_0027267,1
ISIC_0027268,1
ISIC_0027269,6
ISIC_0027270,4
ISIC_0027271,1
ISIC_0027272,1
ISIC_0027273,1
ISIC_0027274,1
ISIC_0027275,4
ISIC_0027276,1
ISIC_0027277,0
ISIC_0027278,1
ISIC_0027279,4
ISIC_0027280,1
ISIC_0027281,2
ISIC_0027282,0
ISIC_0027283,1
ISIC_0027284,1
ISIC_0027285,1
ISIC_0027286,1
ISIC_0027287,4
ISIC_0027288,1
ISIC_0027289,1
ISIC_0027290,1
ISIC_0027291,2
ISIC_0027292,1
ISIC_0027293,1
ISIC_0027294,7
ISIC_0027295,4
ISIC_0027296,1
ISIC_0027297,2
ISIC_0027298,1
ISIC_0027299,1
ISIC_0027300,0
ISIC_0027301,1
ISIC_0027302,0
ISIC_0027303,7
ISIC_0027304,1
ISIC_0027305,1
ISIC_0027306,0
ISIC_0027307,1
ISIC_0027308,1
ISIC_0027309,1
ISIC_0027310,4
ISIC_0027311,1
ISIC_0027312,1
ISIC_0027313,1
ISIC_0027314,1
ISIC_0027315,1
ISIC_0027316,1
ISIC_0027317,1
ISIC_0027318,1
ISIC_0027319,1
ISIC_0027320,4
ISIC_0027321,1
ISIC_0027322,1
ISIC_0027323,1
ISIC_0027324,1
ISIC_0027325,1
ISIC_0027326,4
ISIC_0027327,0
ISIC_0027328,0
ISIC_0027329,1
ISIC_0027330,1
ISIC_0027331,1
ISIC_0027332,4
ISIC_0027333,1
ISIC_0027334,3
ISIC_0027335,4
ISIC_0027336,1
ISIC_0027337,2
ISIC_0027338,1
ISIC_0027339,1
ISIC_0027340,1
ISIC_0027341,1
ISIC_0027342,1
ISIC_0027343,7
ISIC_0027344,4
ISIC_0027345,1
ISIC_0027346,1
ISIC_0027347,1
ISIC_0027348,1
ISIC_0027349,1
ISIC_0027350,0
ISIC_0027351,1
ISIC_0027352,0
ISIC_0027353,1
ISIC_0027354,4
ISIC_0027355,4
ISIC_0027356,1
ISIC_0027357,1
ISIC_0027358,1
ISIC_0027359,0
ISIC_0027360,1
ISIC_0027361,1
ISIC_0027362,1
ISIC_0027363,1
ISIC_0027364,1
ISIC_0027365,2
ISIC_0027366,1
ISIC_0027367,4
ISIC_0027368,1
ISIC_0027369,1
ISIC_0027370,4
ISIC_0027371,2
ISIC_0027372,1
ISIC_0027373,1
ISIC_0027374,4
ISIC_0027375,1
ISIC_0027376,1
ISIC_0027377,1
ISIC_0027378,1
ISIC_0027379,1
ISIC_0027380,1
ISIC_0027381,1
ISIC_0027382,1
ISIC_0027383,1
ISIC_0027384,1
ISIC_0027385,6
ISIC_0027386,1
ISIC_0027387,0
ISIC_0027388,4
ISIC_0027389,1
ISIC_0027390,1
ISIC_0027391,1
ISIC_0027392,4
ISIC_0027393,1
ISIC_0027394,4
ISIC_0027395,1
ISIC_0027396,1
ISIC_0027397,1
ISIC_0027398,1
ISIC_0027399,1
ISIC_0027400,1
ISIC_0027401,1
ISIC_0027402,0
ISIC_0027403,1
ISIC_0027404,1
ISIC_0027405,1
ISIC_0027406,1
ISIC_0027407,0
ISIC_0027408,1
ISIC_0027409,1
ISIC_0027410,1
ISIC_0027411,1
ISIC_0027412,1
ISIC_0027413,1
ISIC_0027414,1
ISIC_0027415,1
ISIC_0027416,1
ISIC_0027417,1
ISIC_0027418,1
ISIC_0027419,4
ISIC_0027420,0
ISIC_0027421,1
ISIC_0027422,1
ISIC_0027423,1
ISIC_0027424,1
ISIC_0027425,2
ISIC_0027426,1
ISIC_0027427,1
ISIC_0027428,4
ISIC_0027429,1
ISIC_0027430,1
ISIC_0027431,1
ISIC_0027432,1
ISIC_0027433,2
ISIC_0027434,1
ISIC_0027435,4
ISIC_0027436,0
ISIC_0027437,4
ISIC_0027438,1
ISIC_0027439,1
ISIC_0027440,1
ISIC_0027441,1
ISIC_0027442,0
ISIC_0027443,1
ISIC_0027444,1
ISIC_0027445,1
ISIC_0027446,1
ISIC_0027447,3
ISIC_0027448,1
ISIC_0027449,1
ISIC_0027450,1
ISIC_0027451,4
ISIC_0027452,3
ISIC_0027453,1
ISIC_0027454,4
ISIC_0027455,4
ISIC_0027456,1
ISIC_0027457,1
ISIC_0027458,1
ISIC_0027459,1
ISIC_0027460,1
ISIC_0027461,1
ISIC_0027462,1
ISIC_0027463,4
ISIC_0027464,1
ISIC_0027465,1
ISIC_0027466,1
ISIC_0027467,1
ISIC_0027468,1
ISIC_0027469,1
ISIC_0027470,4
ISIC_0027471,1
ISIC_0027472,1
ISIC_0027473,2
ISIC_0027474,1
ISIC_0027475,1
ISIC_0027476,1
ISIC_0027477,1
ISIC_0027478,2
ISIC_0027479,1
ISIC_0027480,0
ISIC_0027481,1
ISIC_0027482,1
ISIC_0027483,1
ISIC_0027484,1
ISIC_0027485,1
ISIC_0027486,1
ISIC_0027487,0
ISIC_0027488,5
ISIC_0027489,1
ISIC_0027490,1
ISIC_0027491,1
ISIC_0027492,1
ISIC_0027493,1
ISIC_0027494,1
ISIC_0027495,1
ISIC_0027496,1
ISIC_0027497,1
ISIC_0027498,1
ISIC_0027499,1
ISIC_0027500,1
ISIC_0027501,1
ISIC_0027502,0
ISIC_0027503,1
ISIC_0027504,4
ISIC_0027505,1
ISIC_0027506,7
ISIC_0027507,0
ISIC_0027508,1
ISIC_0027509,4
ISIC_0027510,1
ISIC_0027511,1
ISIC_0027512,1
ISIC_0027513,4
ISIC_0027514,1
ISIC_0027515,1
ISIC_0027516,1
ISIC_0027517,0
ISIC_0027518,1
ISIC_0027519,1
ISIC_0027520,1
ISIC_0027521,1
ISIC_0027522,6
ISIC_0027523,1
ISIC_0027524,1
ISIC_0027525,2
ISIC_0027526,2
ISIC_0027527,4
ISIC_0027528,1
ISIC_0027529,7
ISIC_0027530,1
ISIC_0027531,2
ISIC_0027532,1
ISIC_0027533,4
ISIC_0027534,1
ISIC_0027535,1
ISIC_0027536,3
ISIC_0027537,1
ISIC_0027538,1
ISIC_0027539,1
ISIC_0027540,1
ISIC_0027541,1
ISIC_0027542,1
ISIC_0027543,1
ISIC_0027544,2
ISIC_0027545,2
ISIC_0027546,2
ISIC_0027547,1
ISIC_0027548,1
ISIC_0027549,1
ISIC_0027550,7
ISIC_0027551,1
ISIC_0027552,0
ISIC_0027553,1
ISIC_0027554,1
ISIC_0027555,1
ISIC_0027556,1
ISIC_0027557,1
ISIC_0027558,1
ISIC_0027559,4
ISIC_0027560,0
ISIC_0027561,0
ISIC_0027562,3
ISIC_0027563,6
ISIC_0027564,1
ISIC_0027565,1
ISIC_0027566,1
ISIC_0027567,1
ISIC_0027568,1
ISIC_0027569,1
ISIC_0027570,1
ISIC_0027571,1
ISIC_0027572,1
ISIC_0027573,0
ISIC_0027574,1
ISIC_0027575,1
ISIC_0027576,1
ISIC_0027577,7
ISIC_0027578,1
ISIC_0027579,1
ISIC_0027580,3
ISIC_0027581,1
ISIC_0027582,1
ISIC_0027583,1
ISIC_0027584,4
ISIC_0027585,1
ISIC_0027586,1
ISIC_0027587,1
ISIC_0027588,3
ISIC_0027589,1
ISIC_0027590,0
ISIC_0027591,1
ISIC_0027592,1
ISIC_0027593,1
ISIC_0027594,1
ISIC_0027595,2
ISIC_0027596,1
ISIC_0027597,1
ISIC_0027598,5
ISIC_0027599,1
ISIC_0027600,1
ISIC_0027601,2
ISIC_0027602,1
ISIC_0027603,1
ISIC_0027604,0
ISIC_0027605,1
ISIC_0027606,4
ISIC_0027607,1
ISIC_0027608,4
ISIC_0027609,2
ISIC_0027610,1
ISIC_0027611,1
ISIC_0027612,4
ISIC_0027613,5
ISIC_0027614,1
ISIC_0027615,3
ISIC_0027616,0
ISIC_0027617,1
ISIC_0027618,1
ISIC_0027619,1
ISIC_0027620,0
ISIC_0027621,1
ISIC_0027622,0
ISIC_0027623,1
ISIC_0027624,1
ISIC_0027625,1
ISIC_0027626,5
ISIC_0027627,1
ISIC_0027628,1
ISIC_0027629,2
ISIC_0027630,1
ISIC_0027631,2
ISIC_0027632,1
ISIC_0027633,1
ISIC_0027634,1
ISIC_0027635,1
ISIC_0027636,1
ISIC_0027637,1
ISIC_0027638,1
ISIC_0027639,1
ISIC_0027640,1
ISIC_0027641,1
ISIC_0027642,1
ISIC_0027643,1
ISIC_0027644,1
ISIC_0027645,1
ISIC_0027646,1
ISIC_0027647,1
ISIC_0027648,5
ISIC_0027649,4
ISIC_0027650,3
ISIC_0027651,0
ISIC_0027652,4
ISIC_0027653,1
ISIC_0027654,1
ISIC_0027655,1
ISIC_0027656,1
ISIC_0027657,1
ISIC_0027658,1
ISIC_0027659,0
ISIC_0027660,1
ISIC_0027661,1
ISIC_0027662,1
ISIC_0027663,0
ISIC_0027664,1
ISIC_0027665,6
ISIC_0027666,1
ISIC_0027667,1
ISIC_0027668,3
ISIC_0027669,0
ISIC_0027670,1
ISIC_0027671,1
ISIC_0027672,6
ISIC_0027673,0
ISIC_0027674,1
ISIC_0027675,2
ISIC_0027676,1
ISIC_0027677,2
ISIC_0027678,7
ISIC_0027679,1
ISIC_0027680,4
ISIC_0027681,4
ISIC_0027682,1
ISIC_0027683,1
ISIC_0027684,1
ISIC_0027685,1
ISIC_0027686,1
ISIC_0027687,1
ISIC_0027688,1
ISIC_0027689,1
ISIC_0027690,1
ISIC_0027691,1
ISIC_0027692,1
ISIC_0027693,0
ISIC_0027694,1
ISIC_0027695,1
ISIC_0027696,1
ISIC_0027697,1
ISIC_0027698,1
ISIC_0027699,1
ISIC_0027700,7
ISIC_0027701,1
ISIC_0027702,0
ISIC_0027703,1
ISIC_0027704,2
ISIC_0027705,1
ISIC_0027706,4
ISIC_0027707,1
ISIC_0027708,7
ISIC_0027709,1
ISIC_0027710,4
ISIC_0027711,1
ISIC_0027712,1
ISIC_0027713,4
ISIC_0027714,1
ISIC_0027715,1
ISIC_0027716,1
ISIC_0027717,1
ISIC_0027718,1
ISIC_0027719,7
ISIC_0027720,1
ISIC_0027721,0
ISIC_0027722,2
ISIC_0027723,1
ISIC_0027724,1
ISIC_0027725,1
ISIC_0027726,1
ISIC_0027727,5
ISIC_0027728,1
ISIC_0027729,1
ISIC_0027730,1
ISIC_0027731,1
ISIC_0027732,1
ISIC_0027733,1
ISIC_0027734,1
ISIC_0027735,4
ISIC_0027736,1
ISIC_0027737,4
ISIC_0027738,1
ISIC_0027739,4
ISIC_0027740,1
ISIC_0027741,1
ISIC_0027742,0
ISIC_0027743,1
ISIC_0027744,2
ISIC_0027745,5
ISIC_0027746,1
ISIC_0027747,4
ISIC_0027748,1
ISIC_0027749,1
ISIC_0027750,1
ISIC_0027751,1
ISIC_0027752,1
ISIC_0027753,7
ISIC_0027754,4
ISIC_0027755,1
ISIC_0027756,1
ISIC_0027757,1
ISIC_0027758,1
ISIC_0027759,2
ISIC_0027760,4
ISIC_0027761,1
ISIC_0027762,1
ISIC_0027763,1
ISIC_0027764,1
ISIC_0027765,1
ISIC_0027766,1
ISIC_0027767,7
ISIC_0027768,1
ISIC_0027769,0
ISIC_0027770,4
ISIC_0027771,4
ISIC_0027772,1
ISIC_0027773,1
ISIC_0027774,2
ISIC_0027775,1
ISIC_0027776,0
ISIC_0027777,1
ISIC_0027778,1
ISIC_0027779,1
ISIC_0027780,4
ISIC_0027781,4
ISIC_0027782,1
ISIC_0027783,1
ISIC_0027784,1
ISIC_0027785,1
ISIC_0027786,2
ISIC_0027787,1
ISIC_0027788,2
ISIC_0027789,1
ISIC_0027790,6
ISIC_0027791,1
ISIC_0027792,1
ISIC_0027793,0
ISIC_0027794,1
ISIC_0027795,7
ISIC_0027796,4
ISIC_0027797,0
ISIC_0027798,1
ISIC_0027799,1
ISIC_0027800,1
ISIC_0027801,4
ISIC_0027802,3
ISIC_0027803,1
ISIC_0027804,1
ISIC_0027805,1
ISIC_0027806,4
ISIC_0027807,1
ISIC_0027808,1
ISIC_0027809,1
ISIC_0027810,1
ISIC_0027811,4
ISIC_0027812,1
ISIC_0027813,1
ISIC_0027814,2
ISIC_0027815,4
ISIC_0027816,1
ISIC_0027817,1
ISIC_0027818,1
ISIC_0027819,2
ISIC_0027820,4
ISIC_0027821,1
ISIC_0027822,0
ISIC_0027823,1
ISIC_0027824,1
ISIC_0027825,2
ISIC_0027826,4
ISIC_0027827,1
ISIC_0027828,4
ISIC_0027829,3
ISIC_0027830,1
ISIC_0027831,4
ISIC_0027832,0
ISIC_0027833,1
ISIC_0027834,1
ISIC_0027835,1
ISIC_0027836,1
ISIC_0027837,1
ISIC_0027838,0
ISIC_0027839,1
ISIC_0027840,1
ISIC_0027841,1
ISIC_0027842,1
ISIC_0027843,1
ISIC_0027844,1
ISIC_0027845,1
ISIC_0027846,2
ISIC_0027847,1
ISIC_0027848,1
ISIC_0027849,1
ISIC_0027850,4
ISIC_0027851,2
ISIC_0027852,1
ISIC_0027853,1
ISIC_0027854,1
ISIC_0027855,1
ISIC_0027856,6
ISIC_0027857,1
ISIC_0027858,2
ISIC_0027859,4
ISIC_0027860,1
ISIC_0027861,1
ISIC_0027862,1
ISIC_0027863,0
ISIC_0027864,1
ISIC_0027865,2
ISIC_0027866,1
ISIC_0027867,1
ISIC_0027868,1
ISIC_0027869,1
ISIC_0027870,1
ISIC_0027871,1
ISIC_0027872,0
ISIC_0027873,1
ISIC_0027874,1
ISIC_0027875,4
ISIC_0027876,5
ISIC_0027877,1
ISIC_0027878,1
ISIC_0027879,1
ISIC_0027880,1
ISIC_0027881,1
ISIC_0027882,1
ISIC_0027883,1
ISIC_0027884,3
ISIC_0027885,1
ISIC_0027886,1
ISIC_0027887,1
ISIC_0027888,6
ISIC_0027889,1
ISIC_0027890,1
ISIC_0027891,1
ISIC_0027892,1
ISIC_0027893,4
ISIC_0027894,1
ISIC_0027895,1
ISIC_0027896,3
ISIC_0027897,1
ISIC_0027898,1
ISIC_0027899,1
ISIC_0027900,0
ISIC_0027901,1
ISIC_0027902,1
ISIC_0027903,6
ISIC_0027904,0
ISIC_0027905,4
ISIC_0027906,1
ISIC_0027907,1
ISIC_0027908,1
ISIC_0027909,1
ISIC_0027910,1
ISIC_0027911,1
ISIC_0027912,1
ISIC_0027913,1
ISIC_0027914,1
ISIC_0027915,2
ISIC_0027916,4
ISIC_0027917,1
ISIC_0027918,1
ISIC_0027919,1
ISIC_0027920,2
ISIC_0027921,1
ISIC_0027922,1
ISIC_0027923,1
ISIC_0027924,1
ISIC_0027925,1
ISIC_0027926,1
ISIC_0027927,1
ISIC_0027928,1
ISIC_0027929,1
ISIC_0027930,7
ISIC_0027931,1
ISIC_0027932,1
ISIC_0027933,1
ISIC_0027934,1
ISIC_0027935,1
ISIC_0027936,1
ISIC_0027937,6
ISIC_0027938,1
ISIC_0027939,1
ISIC_0027940,1
ISIC_0027941,1
ISIC_0027942,1
ISIC_0027943,1
ISIC_0027944,1
ISIC_0027945,1
ISIC_0027946,1
ISIC_0027947,1
ISIC_0027948,1
ISIC_0027949,1
ISIC_0027950,3
ISIC_0027951,1
ISIC_0027952,1
ISIC_0027953,4
ISIC_0027954,4
ISIC_0027955,1
ISIC_0027956,0
ISIC_0027957,4
ISIC_0027958,3
ISIC_0027959,1
ISIC_0027960,4
ISIC_0027961,1
ISIC_0027962,1
ISIC_0027963,1
ISIC_0027964,0
ISIC_0027965,1
ISIC_0027966,2
ISIC_0027967,4
ISIC_0027968,1
ISIC_0027969,4
ISIC_0027970,1
ISIC_0027971,1
ISIC_0027972,1
ISIC_0027973,4
ISIC_0027974,1
ISIC_0027975,1
ISIC_0027976,2
ISIC_0027977,1
ISIC_0027978,1
ISIC_0027979,1
ISIC_0027980,1
ISIC_0027981,1
ISIC_0027982,4
ISIC_0027983,6
ISIC_0027984,1
ISIC_0027985,1
ISIC_0027986,1
ISIC_0027987,1
ISIC_0027988,1
ISIC_0027989,4
ISIC_0027990,4
ISIC_0027991,4
ISIC_0027992,1
ISIC_0027993,1
ISIC_0027994,1
ISIC_0027995,1
ISIC_0027996,4
ISIC_0027997,1
ISIC_0027998,2
ISIC_0027999,1
ISIC_0028000,1
ISIC_0028001,1
ISIC_0028002,1
ISIC_0028003,0
ISIC_0028004,1
ISIC_0028005,1
ISIC_0028006,1
ISIC_0028007,1
ISIC_0028008,1
ISIC_0028009,1
ISIC_0028010,1
ISIC_0028011,1
ISIC_0028012,1
ISIC_0028013,1
ISIC_0028014,1
ISIC_0028015,1
ISIC_0028016,1
ISIC_0028017,0
ISIC_0028018,1
ISIC_0028019,1
ISIC_0028020,4
ISIC_0028021,1
ISIC_0028022,0
ISIC_0028023,1
ISIC_0028024,1
ISIC_0028025,1
ISIC_0028026,0
ISIC_0028027,1
ISIC_0028028,1
ISIC_0028029,0
ISIC_0028030,1
ISIC_0028031,1
ISIC_0028032,1
ISIC_0028033,0
ISIC_0028034,1
ISIC_0028035,2
ISIC_0028036,1
ISIC_0028037,1
ISIC_0028038,1
ISIC_0028039,1
ISIC_0028040,1
ISIC_0028041,0
ISIC_0028042,1
ISIC_0028043,4
ISIC_0028044,1
ISIC_0028045,1
ISIC_0028046,1
ISIC_0028047,1
ISIC_0028048,1
ISIC_0028049,1
ISIC_0028050,2
ISIC_0028051,0
ISIC_0028052,4
ISIC_0028053,1
ISIC_0028054,1
ISIC_0028055,1
ISIC_0028056,0
ISIC_0028057,1
ISIC_0028058,1
ISIC_0028059,2
ISIC_0028060,1
ISIC_0028061,1
ISIC_0028062,1
ISIC_0028063,3
ISIC_0028064,1
ISIC_0028065,0
ISIC_0028066,1
ISIC_0028067,1
ISIC_0028068,1
ISIC_0028069,0
ISIC_0028070,1
ISIC_0028071,1
ISIC_0028072,1
ISIC_0028073,1
ISIC_0028074,1
ISIC_0028075,0
ISIC_0028076,3
ISIC_0028077,1
ISIC_0028078,1
ISIC_0028079,2
ISIC_0028080,4
ISIC_0028081,1
ISIC_0028082,0
ISIC_0028083,1
ISIC_0028084,2
ISIC_0028085,2
ISIC_0028086,0
ISIC_0028087,0
ISIC_0028088,1
ISIC_0028089,1
ISIC_0028090,1
ISIC_0028091,1
ISIC_0028092,1
ISIC_0028093,1
ISIC_0028094,4
ISIC_0028095,2
ISIC_0028096,1
ISIC_0028097,1
ISIC_0028098,1
ISIC_0028099,1
ISIC_0028100,4
ISIC_0028101,1
ISIC_0028102,1
ISIC_0028103,0
ISIC_0028104,4
ISIC_0028105,1
ISIC_0028106,2
ISIC_0028107,2
ISIC_0028108,1
ISIC_0028109,0
ISIC_0028110,1
ISIC_0028111,1
ISIC_0028112,1
ISIC_0028113,2
ISIC_0028114,0
ISIC_0028115,1
ISIC_0028116,1
ISIC_0028117,1
ISIC_0028118,1
ISIC_0028119,1
ISIC_0028120,4
ISIC_0028121,4
ISIC_0028122,2
ISIC_0028123,4
ISIC_0028124,4
ISIC_0028125,1
ISIC_0028126,0
ISIC_0028127,0
ISIC_0028128,1
ISIC_0028129,1
ISIC_0028130,1
ISIC_0028131,1
ISIC_0028132,7
ISIC_0028133,1
ISIC_0028134,1
ISIC_0028135,1
ISIC_0028136,1
ISIC_0028137,1
ISIC_0028138,1
ISIC_0028139,1
ISIC_0028140,1
ISIC_0028141,1
ISIC_0028142,1
ISIC_0028143,1
ISIC_0028144,1
ISIC_0028145,1
ISIC_0028146,6
ISIC_0028147,2
ISIC_0028148,0
ISIC_0028149,1
ISIC_0028150,1
ISIC_0028151,1
ISIC_0028152,1
ISIC_0028153,1
ISIC_0028154,1
ISIC_0028155,2
ISIC_0028156,0
ISIC_0028157,1
ISIC_0028158,7
ISIC_0028159,1
ISIC_0028160,1
ISIC_0028161,1
ISIC_0028162,1
ISIC_0028163,6
ISIC_0028164,1
ISIC_0028165,4
ISIC_0028166,1
ISIC_0028167,1
ISIC_0028168,2
ISIC_0028169,1
ISIC_0028170,1
ISIC_0028171,1
ISIC_0028172,1
ISIC_0028173,0
ISIC_0028174,1
ISIC_0028175,1
ISIC_0028176,1
ISIC_0028177,1
ISIC_0028178,1
ISIC_0028179,1
ISIC_0028180,4
ISIC_0028181,1
ISIC_0028182,1
ISIC_0028183,1
ISIC_0028184,1
ISIC_0028185,1
ISIC_0028186,1
ISIC_0028187,1
ISIC_0028188,6
ISIC_0028189,1
ISIC_0028190,3
ISIC_0028191,1
ISIC_0028192,1
ISIC_0028193,1
ISIC_0028194,1
ISIC_0028195,1
ISIC_0028196,1
ISIC_0028197,2
ISIC_0028198,0
ISIC_0028199,1
ISIC_0028200,4
ISIC_0028201,4
ISIC_0028202,1
ISIC_0028203,1
ISIC_0028204,1
ISIC_0028205,1
ISIC_0028206,1
ISIC_0028207,1
ISIC_0028208,1
ISIC_0028209,4
ISIC_0028210,1
ISIC_0028211,0
ISIC_0028212,1
ISIC_0028213,1
ISIC_0028214,1
ISIC_0028215,0
ISIC_0028216,1
ISIC_0028217,1
ISIC_0028218,0
ISIC_0028219,0
ISIC_0028220,0
ISIC_0028221,1
ISIC_0028222,1
ISIC_0028223,4
ISIC_0028224,7
ISIC_0028225,0
ISIC_0028226,1
ISIC_0028227,0
ISIC_0028228,0
ISIC_0028229,4
ISIC_0028230,1
ISIC_0028231,7
ISIC_0028232,7
ISIC_0028233,4
ISIC_0028234,1
ISIC_0028235,1
ISIC_0028236,4
ISIC_0028237,4
ISIC_0028238,2
ISIC_0028239,1
ISIC_0028240,1
ISIC_0028241,1
ISIC_0028242,1
ISIC_0028243,1
ISIC_0028244,1
ISIC_0028245,1
ISIC_0028246,1
ISIC_0028247,1
ISIC_0028248,1
ISIC_0028249,1
ISIC_0028250,1
ISIC_0028251,1
ISIC_0028252,1
ISIC_0028253,1
ISIC_0028254,4
ISIC_0028255,1
ISIC_0028256,1
ISIC_0028257,1
ISIC_0028258,4
ISIC_0028259,1
ISIC_0028260,1
ISIC_0028261,1
ISIC_0028262,1
ISIC_0028263,1
ISIC_0028264,4
ISIC_0028265,1
ISIC_0028266,1
ISIC_0028267,1
ISIC_0028268,1
ISIC_0028269,1
ISIC_0028270,1
ISIC_0028271,1
ISIC_0028272,1
ISIC_0028273,1
ISIC_0028274,1
ISIC_0028275,1
ISIC_0028276,1
ISIC_0028277,1
ISIC_0028278,1
ISIC_0028279,1
ISIC_0028280,1
ISIC_0028281,1
ISIC_0028282,1
ISIC_0028283,2
ISIC_0028284,1
ISIC_0028285,0
ISIC_0028286,1
ISIC_0028287,1
ISIC_0028288,0
ISIC_0028289,1
ISIC_0028290,1
ISIC_0028291,0
ISIC_0028292,1
ISIC_0028293,1
ISIC_0028294,4
ISIC_0028295,1
ISIC_0028296,1
ISIC_0028297,1
ISIC_0028298,1
ISIC_0028299,1
ISIC_0028300,1
ISIC_0028301,1
ISIC_0028302,1
ISIC_0028303,2
ISIC_0028304,1
ISIC_0028305,1
ISIC_0028306,0
ISIC_0028307,1
ISIC_0028308,4
ISIC_0028309,4
ISIC_0028310,1
ISIC_0028311,1
ISIC_0028312,1
ISIC_0028313,1
ISIC_0028314,3
ISIC_0028315,1
ISIC_0028316,2
ISIC_0028317,0
ISIC_0028318,1
ISIC_0028319,1
ISIC_0028320,1
ISIC_0028321,1
ISIC_0028322,1
ISIC_0028323,2
ISIC_0028324,1
ISIC_0028325,0
ISIC_0028326,0
ISIC_0028327,1
ISIC_0028328,1
ISIC_0028329,2
ISIC_0028330,1
ISIC_0028331,4
ISIC_0028332,1
ISIC_0028333,1
ISIC_0028334,1
ISIC_0028335,7
ISIC_0028336,4
ISIC_0028337,1
ISIC_0028338,1
ISIC_0028339,1
ISIC_0028340,1
ISIC_0028341,1
ISIC_0028342,1
ISIC_0028343,4
ISIC_0028344,1
ISIC_0028345,1
ISIC_0028346,5
ISIC_0028347,4
ISIC_0028348,1
ISIC_0028349,1
ISIC_0028350,2
ISIC_0028351,1
ISIC_0028352,0
ISIC_0028353,1
ISIC_0028354,4
ISIC_0028355,1
ISIC_0028356,1
ISIC_0028357,1
ISIC_0028358,1
ISIC_0028359,1
ISIC_0028360,1
ISIC_0028361,0
ISIC_0028362,1
ISIC_0028363,1
ISIC_0028364,1
ISIC_0028365,1
ISIC_0028366,1
ISIC_0028367,1
ISIC_0028368,1
ISIC_0028369,1
ISIC_0028370,3
ISIC_0028371,1
ISIC_0028372,7
ISIC_0028373,1
ISIC_0028374,1
ISIC_0028375,1
ISIC_0028376,4
ISIC_0028377,1
ISIC_0028378,1
ISIC_0028379,1
ISIC_0028380,1
ISIC_0028381,7
ISIC_0028382,1
ISIC_0028383,1
ISIC_0028384,1
ISIC_0028385,1
ISIC_0028386,4
ISIC_0028387,1
ISIC_0028388,4
ISIC_0028389,4
ISIC_0028390,1
ISIC_0028391,1
ISIC_0028392,1
ISIC_0028393,3
ISIC_0028394,1
ISIC_0028395,1
ISIC_0028396,1
ISIC_0028397,1
ISIC_0028398,1
ISIC_0028399,1
ISIC_0028400,1
ISIC_0028401,1
ISIC_0028402,1
ISIC_0028403,1
ISIC_0028404,4
ISIC_0028405,1
ISIC_0028406,6
ISIC_0028407,1
ISIC_0028408,1
ISIC_0028409,1
ISIC_0028410,0
ISIC_0028411,4
ISIC_0028412,0
ISIC_0028413,1
ISIC_0028414,4
ISIC_0028415,0
ISIC_0028416,1
ISIC_0028417,1
ISIC_0028418,0
ISIC_0028419,2
ISIC_0028420,1
ISIC_0028421,1
ISIC_0028422,1
ISIC_0028423,1
ISIC_0028424,1
ISIC_0028425,1
ISIC_0028426,1
ISIC_0028427,1
ISIC_0028428,1
ISIC_0028429,1
ISIC_0028430,1
ISIC_0028431,6
ISIC_0028432,1
ISIC_0028433,1
ISIC_0028434,1
ISIC_0028435,1
ISIC_0028436,1
ISIC_0028437,1
ISIC_0028438,1
ISIC_0028439,1
ISIC_0028440,1
ISIC_0028441,1
ISIC_0028442,0
ISIC_0028443,1
ISIC_0028444,1
ISIC_0028445,0
ISIC_0028446,1
ISIC_0028447,1
ISIC_0028448,4
ISIC_0028449,4
ISIC_0028450,1
ISIC_0028451,4
ISIC_0028452,1
ISIC_0028453,1
ISIC_0028454,1
ISIC_0028455,1
ISIC_0028456,1
ISIC_0028457,2
ISIC_0028458,1
ISIC_0028459,1
ISIC_0028460,0
ISIC_0028461,1
ISIC_0028462,1
ISIC_0028463,0
ISIC_0028464,1
ISIC_0028465,0
ISIC_0028466,1
ISIC_0028467,0
ISIC_0028468,1
ISIC_0028469,1
ISIC_0028470,1
ISIC_0028471,1
ISIC_0028472,1
ISIC_0028473,4
ISIC_0028474,1
ISIC_0028475,1
ISIC_0028476,1
ISIC_0028477,1
ISIC_0028478,1
ISIC_0028479,4
ISIC_0028480,1
ISIC_0028481,0
ISIC_0028482,1
ISIC_0028483,1
ISIC_0028484,1
ISIC_0028485,1
ISIC_0028486,2
ISIC_0028487,1
ISIC_0028488,1
ISIC_0028489,0
ISIC_0028490,4
ISIC_0028491,1
ISIC_0028492,1
ISIC_0028493,0
ISIC_0028494,1
ISIC_0028495,2
ISIC_0028496,4
